"URL","Cena","Cena za m²","Adres","Powierzchnia (m²)","Liczba pokoi","Ogrzewanie","Rynek","Typ ogłoszeniodawcy","Rodzaj zabudowy","Rok budowy","Okna","Materiał budynku"
"https://www.otodom.pl/pl/oferta/dom-wolnostojacy-6-pokoi-piekny-ogrod-banino-ID4w0BY","1 695 000 zł","9 971 zł/m²","Banino, Żukowo, kartuski, pomorskie","170m²","6 pokoi","gazowe","wtórny","biuro nieruchomości","wolnostojący","2011","drewniane","Brak danych"
"https://www.otodom.pl/pl/oferta/dom-i-ogromna-dzialka-nad-jeziorem-1ha-przy-lesie-ID4puIY","599 000 zł","5 990 zł/m²","Goszczanowo, Drezdenko, strzelecko-drezdenecki, lubuskie","100m²","4 pokoje","brak informacji","wtórny","prywatny","gospodarstwo","Brak danych","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/nieruchomosc-mieszkalno-uslugowa-z-najemcami-ID4wfbv","3 200 000 zł","8 488 zł/m²","ul. Henryka Wieniawskiego, Piastów, pruszkowski, mazowieckie","377m²","4 pokoje","gazowe","wtórny","prywatny","wolnostojący","1980","plastikowe","cegła"
"https://www.otodom.pl/pl/oferta/kameralny-dom-w-centrum-legionowa-ID4rW9N","849 000 zł","13 498 zł/m²","ul. Krakowska, Legionowo, legionowski, mazowieckie","62.9m²","2 pokoje","gazowe","wtórny","biuro nieruchomości","wolnostojący","1985","plastikowe","pustak"
"https://www.otodom.pl/pl/oferta/dom-lesznowola-160-m2-dzialka-z-ladnym-ogrodem-ID4si62","1 239 000 zł","7 744 zł/m²","ul. Zacisze, Lesznowola, Grójec, grójecki, mazowieckie","160m²","5 pokoi","kominkowe
gazowe","wtórny","prywatny","wolnostojący","2013","plastikowe","drewno"
"https://www.otodom.pl/pl/oferta/na-sprzedaz-dom-w-niepolomicach-ID4rwgS","1 500 000 zł","12 712 zł/m²","Niepołomice, Niepołomice, wielicki, małopolskie","118m²","4 pokoje","gazowe","wtórny","biuro nieruchomości","wolnostojący","2020","plastikowe","pustak"
"https://www.otodom.pl/pl/oferta/domy-gotowe-na-sezon-2025-ID4qkM0","799 000 zł","10 066 zł/m²","Trzęsacz, Rewal, gryficki, zachodniopomorskie","79.38m²","4 pokoje","elektryczne","pierwotny","biuro nieruchomości","bliźniak","2024","plastikowe","silikat"
"https://www.otodom.pl/pl/oferta/dom-177m2-wies-bronno-leczyca-czyste-powietrze-ID49wig","360 000 zł","2 034 zł/m²","Bronno, Łęczyca, łęczycki, łódzkie","177m²","5 pokoi","brak informacji","wtórny","prywatny","wolnostojący","2006","plastikowe","pustak"
"https://www.otodom.pl/pl/oferta/segment-132m2-swietna-lokalizacja-bezposrednio-ID4wfm2","1 716 000 zł","12 911 zł/m²","ul. Akacjowa 16, Ząbki, wołomiński, mazowieckie","132.91m²","6 pokoi","kominkowe
gazowe","wtórny","prywatny","szeregowiec","2018","plastikowe","cegła"
"https://www.otodom.pl/pl/oferta/kamienica-na-tylach-traktu-krolewskiego-ID4tkSF","11 800 000 zł","21 034 zł/m²","Śródmieście Północne, Śródmieście, Warszawa, mazowieckie","561m²","1 pokój","brak informacji","wtórny","biuro nieruchomości","kamienica","1900","drewniane","Brak danych"
"https://www.otodom.pl/pl/oferta/gotowy-wykonczony-idealny-pod-najem-ID4tV3B","1 499 000 zł","10 483 zł/m²","Tyniec Mały, Kobierzyce, wrocławski, dolnośląskie","143m²","6 pokoi","brak informacji","wtórny","biuro nieruchomości","brak informacji","2024","plastikowe","Brak danych"
"https://www.otodom.pl/pl/oferta/polowa-blizniaka-140-m2-ID4q0X5","1 150 000 zł","8 214 zł/m²","Ramiszów, Długołęka, wrocławski, dolnośląskie","140m²","5 pokoi","gazowe","wtórny","biuro nieruchomości","bliźniak","2023","plastikowe","pustak"
"https://www.otodom.pl/pl/oferta/4-pokojowy-dom-107m2-ogrodek-bezposrednio-ID4u8VW","Brak danych","Brak danych","ul. Arkadii, Nadwiśle, Wawer, Warszawa, mazowieckie","107.62m²","4 pokoje","brak informacji","pierwotny","deweloper","brak informacji","2026","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/sprzedam-pol-blizniaka-wykonczonego-pod-klucz-ID4tlMw","740 000 zł","6 167 zł/m²","ul. Zielona, Kargowa, Kargowa, zielonogórski, lubuskie","120m²","4 pokoje","gazowe","wtórny","prywatny","bliźniak","2024","plastikowe","pustak"
"https://www.otodom.pl/pl/oferta/5-pokojowy-dom-119m2-ogrodek-bez-posrednikow-ID4uPuR","999 000 zł","8 370 zł/m²","ul. Architektów, Duchnice, Ożarów Mazowiecki, warszawski zachodni, mazowieckie","119.35m²","5 pokoi","brak informacji","pierwotny","deweloper","brak informacji","2026","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/nowy-wysoki-standard-blisko-stacji-pkp-ID4uAvv","1 599 000 zł","13 784 zł/m²","ul. Berłowa, Dąbrówka, Dopiewo, poznański, wielkopolskie","116m²","4 pokoje","gazowe","wtórny","biuro nieruchomości","bliźniak","2022","plastikowe","pustak"
"https://www.otodom.pl/pl/oferta/malogoszcz-nowy-dom-106-m2-dzialki-budowlane-ID4uSP8","799 000 zł","7 538 zł/m²","Śródmieście, Kielce, świętokrzyskie","106m²","5 pokoi","brak informacji","wtórny","prywatny","wolnostojący","2018","plastikowe","pustak"
"https://www.otodom.pl/pl/oferta/dom-o-wysokim-standardzie-w-lasinie-ID4weFt","899 000 zł","5 891 zł/m²","Łasin, Łasin, grudziądzki, kujawsko-pomorskie","152.6m²","5 pokoi","gazowe","wtórny","biuro nieruchomości","szeregowiec","1890","plastikowe","Brak danych"
"https://www.otodom.pl/pl/oferta/5-pokojowy-dom-125m2-ogrodek-bez-prowizji-ID4u9OG","740 000 zł","5 920 zł/m²","ul. Osiedlowa, Góraszka, Wiązowna, otwocki, mazowieckie","125m²","5 pokoi","brak informacji","pierwotny","deweloper","brak informacji","2024","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/dom440m2-dzialka4255m2-na-wzgorzu-blisko-centrum-ID4u5sI","3 049 000 zł","6 930 zł/m²","Skwierzynka, Sianów, koszaliński, zachodniopomorskie","440m²","5 pokoi","brak informacji","wtórny","biuro nieruchomości","wolnostojący","2015","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/dom-z-garazem-dzialka-4111m2-grabowka-cykarzewska-ID4skAH","899 000 zł","9 173 zł/m²","ul. Spokojna, Grabówka Cykarzewska, Mykanów, częstochowski, śląskie","98m²","5 pokoi","gazowe","wtórny","biuro nieruchomości","wolnostojący","2005","plastikowe","pustak"
"https://www.otodom.pl/pl/oferta/sprzedam-nowy-dom-wolnostojacy-w-wolbromiu-ID4sueP","850 000 zł","4 595 zł/m²","Cegielniana/Gliniana, Wolbrom, Wolbrom, olkuski, małopolskie","185m²","6 pokoi","gazowe","pierwotny","prywatny","wolnostojący","2024","plastikowe","cegła"
"https://www.otodom.pl/pl/oferta/pod-orlem-dom-4-pokojowy-b1-ID4waQB","Brak danych","Brak danych","ul. Sportowa, Bębło, Wielka Wieś, krakowski, małopolskie","65.31m²","4 pokoje","brak informacji","pierwotny","deweloper","bliźniak","2025","plastikowe","Brak danych"
"https://www.otodom.pl/pl/oferta/dom-w-pieknej-okolicy-na-podkarpaciu-ID4uZsr","850 000 zł","8 333 zł/m²","Grabówka, Dydnia, brzozowski, podkarpackie","102m²","4 pokoje","kominkowe","wtórny","prywatny","wolnostojący","1998","plastikowe","pustak"
"https://www.otodom.pl/pl/oferta/dom-na-sprzedaz-lodz-gorna-ID4uzfy","650 000 zł","8 125 zł/m²","Rokicie, Górna, Łódź, łódzkie","80m²","2 pokoje","gazowe","wtórny","prywatny","wolnostojący","Brak danych","plastikowe","inny"
"https://www.otodom.pl/pl/oferta/nowosc-etap-vi-osiedle-zacisze-ul-pogodna-ID4ppoc","669 000 zł","7 010 zł/m²","Gryfino, Gryfino, gryfiński, zachodniopomorskie","95.44m²","4 pokoje","pompa ciepła","pierwotny","prywatny","brak informacji","Brak danych","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/dom-137-71-m-bibice-ID4wapI","1 349 000 zł","9 796 zł/m²","Bibice, Zielonki, krakowski, małopolskie","137.71m²","5 pokoi","pompa ciepła","pierwotny","biuro nieruchomości","wolnostojący","2024","plastikowe","Brak danych"
"https://www.otodom.pl/pl/oferta/na-sprzedaz-dom-pietrowy-140-m2-z-dzialka-422-m2-ID4uC1M","595 000 zł","4 250 zł/m²","ul. Stanisława Noakowskiego, Włocławek, kujawsko-pomorskie","140m²","6 pokoi","węglowe","wtórny","biuro nieruchomości","wolnostojący","1970","plastikowe","cegła"
"https://www.otodom.pl/pl/oferta/dom-z-ogrodem-bezposrednio-ostatni-wolny-ID4dhXW","1 500 000 zł","8 333 zł/m²","ul. Gostyńska, Kokoszki, Gdańsk, pomorskie","180m²","5 pokoi","gazowe","pierwotny","prywatny","bliźniak","2023","plastikowe","beton komórkowy"
"https://www.otodom.pl/pl/oferta/dom-139-66-m-sluzewo-ID4t4pe","799 000 zł","5 721 zł/m²","Służewo, Aleksandrów Kujawski, aleksandrowski, kujawsko-pomorskie","139.66m²","5 pokoi","brak informacji","wtórny","biuro nieruchomości","wolnostojący","2024","plastikowe","Brak danych"
"https://www.otodom.pl/pl/oferta/bez-prowizji-jozefoslaw-119-m-ogrodek-80-m-ID4wePc","1 390 000 zł","11 983 zł/m²","Piaseczno, Piaseczno, piaseczyński, mazowieckie","116m²","5 pokoi","miejskie
kominkowe","wtórny","biuro nieruchomości","szeregowiec","2019","plastikowe","silikat"
"https://www.otodom.pl/pl/oferta/4-pokojowy-dom-100m2-ogrodek-bez-prowizji-ID4uasG","Brak danych","Brak danych","ul. Spokojna, Łomianki Dolne, Łomianki, warszawski zachodni, mazowieckie","100.62m²","4 pokoje","brak informacji","pierwotny","deweloper","brak informacji","2025","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/tychy-os-sloneczne-ogrody-ii-etap-srodkowy-e16-ID4ppJo","579 000 zł","4 707 zł/m²","ul. Wąska, Wilkowyje, Tychy, śląskie","123m²","5 pokoi","pompa ciepła","pierwotny","prywatny","szeregowiec","2024","plastikowe","silikat"
"https://www.otodom.pl/pl/oferta/rezydencja-z-2023-roku-do-centrum-wroclawia-40km-ID4weY6","2 390 000 zł","4 878 zł/m²","Wiązów, Wiązów, strzeliński, dolnośląskie","490m²","8 pokoi","gazowe","wtórny","biuro nieruchomości","wolnostojący","2023","plastikowe","pustak"
"https://www.otodom.pl/pl/oferta/dom-w-butikowej-inwestycji-skapanej-w-zieleni-ID4uW17","1 499 000 zł","12 608 zł/m²","Kliny, Swoszowice, Kraków, małopolskie","118.89m²","5 pokoi","pompa ciepła","pierwotny","prywatny","bliźniak","2025","aluminiowe","pustak"
"https://www.otodom.pl/pl/oferta/dolina-wierzby-10-min-ul-warszawska-z-2022-ID4uKhI","1 499 000 zł","11 024 zł/m²","al. Aleja Warszawska, Kortowo, Olsztyn, warmińsko-mazurskie","135.98m²","5 pokoi","kominkowe
gazowe","wtórny","biuro nieruchomości","wolnostojący","2022","plastikowe","pustak"
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
