Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
Poland;POL;Population, total;SP.POP.TOTL;29637450;29964000;30308500;30712000;31139450;31444950;31681000;31987155;32294655;32548300;32664300;32783500;33055650;33357200;33678899;34015199;34356300;34689050;34965600;35247217;35574150;35898587;36230481;36571808;36904134;37201885;37456119;37668045;37824487;37961529;38110782;38246193;38363667;38461408;38542652;38594998;38624370;38649660;38663481;38660271;38258629;38248076;38230364;38204570;38182222;38165445;38141267;38120560;38125759;38151603;38042794;38063255;38063164;38040196;38011735;37986412;37970087;37974826;37974750;37965475;37899070;36981559;36821749;36687353
