URL,Cena,Cena za m²,Adres,Powierzchnia (m²),Liczba pokoi,Ogrzewanie,Rynek,Typ ogłoszeniodawcy,Rok budowy,Rodzaj zabudowy,Okna,Materiał budynku
https://www.otodom.pl/pl/oferta/piekne-i-gotowe-do-wprowadzenia-mieszkanie-parki-ID4wgq3,570 000 zł,12 955 zł/m²,"ul. Górnicza, Pilczyce, Fabryczna, Wrocław, dolnośląskie",44m²,3 pokoje,miejskie,wtórny,biuro nieruchomości,Brak danych,,,
https://www.otodom.pl/pl/oferta/unikatowy-apartament-z-widokiem-na-morze-ID4uHnU,2 160 000 zł,38 203 zł/m²,"ul. Słowiańska, Darłowo, sławieński, zachodniopomorskie",56.54m²,2 pokoje,brak informacji,wtórny,biuro nieruchomości,2022,,,Brak danych
https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-47m2-bez-posrednikow-ID4uiEy,806 142 zł,16 975 zł/m²,"Kosmonautów/Al. Architektów, Leśnica, Fabryczna, Wrocław, dolnośląskie",47.49m²,2 pokoje,brak informacji,pierwotny,deweloper,2027,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/grunwald-park-mieszkanie-3-pok-8f-33-ID4pAJW,604 485 zł,10 500 zł/m²,"ul. Wieruszowska, Junikowo, Grunwald, Poznań, wielkopolskie",57.57m²,3 pokoje,inne,pierwotny,deweloper,2025,,,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-inwestycyjny-25m2-ogrodek-ID4uVVa,Brak danych,Brak danych,"ul. Kaszubska, Oliwa, Gdańsk, pomorskie",25.53m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/penthouse-taras-loggia-salon-50m2-garaz-ID4wgsG,1 704 000 zł,15 351 zł/m²,"ul. prof. Mariana Mięsowicza, Bronowice Wielkie, Prądnik Biały, Kraków, małopolskie",111m²,4 pokoje,miejskie,pierwotny,biuro nieruchomości,2024,,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/gotowe-4-pokojowe-mieszkanie-100m2-2-balkony-ID4ulbo,1 384 000 zł,13 723 zł/m²,"Długa/ul. Gnieźnieńska, Szczepin, Stare Miasto, Wrocław, dolnośląskie",100.85m²,4 pokoje,brak informacji,pierwotny,deweloper,2022,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/apartament-na-salwatorze-86-5-m2-3-pok-ID4uI1Y,1 799 000 zł,20 800 zł/m²,"ul. rtm. Zbigniewa Dunin-Wąsowicza, Zwierzyniec, Zwierzyniec, Kraków, małopolskie",86.49m²,3 pokoje,gazowe,wtórny,biuro nieruchomości,1934,,,
https://www.otodom.pl/pl/oferta/nowe-bez-pcc-wykonczone-2-pokoje-garaz-ID4uT5k,740 000 zł,15 883 zł/m²,"ul. Blizanowicka, Księże, Krzyki, Wrocław, dolnośląskie",46.59m²,2 pokoje,miejskie,pierwotny,biuro nieruchomości,2023,,,
https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-73m2-balkon-bez-prowizji-ID4uaWK,Brak danych,Brak danych,"ul. Ludwika Zieleniewskiego, Grzegórzki, Grzegórzki, Kraków, małopolskie",73.64m²,4 pokoje,brak informacji,pierwotny,deweloper,2027,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-48m2-balkon-ID4ub9J,Brak danych,Brak danych,"Błoń Janowskich, Rumia, wejherowski, pomorskie",48.08m²,3 pokoje,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-65m2-balkon-ID4upTj,671 148 zł,10 300 zł/m²,"ul. Wieruszowska, Junikowo, Grunwald, Poznań, wielkopolskie",65.16m²,3 pokoje,brak informacji,pierwotny,deweloper,2024,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-75m2-balkon-bez-prowizji-ID4uT9H,Brak danych,Brak danych,"ul. Paderewskiego, Pogórze, Kosakowo, pucki, pomorskie",75.55m²,4 pokoje,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-43m2-balkon-bezposrednio-ID4ul2d,396 305 zł,9 100 zł/m²,"ul. Jachtowa, Luboń, poznański, wielkopolskie",43.55m²,2 pokoje,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/gustowne-2-pokoje-przy-metrze-rondo-daszynskiego-ID4usIq,849 900 zł,16 665 zł/m²,"ul. Marcina Kasprzaka, Czyste, Wola, Warszawa, mazowieckie",51m²,2 pokoje,miejskie,wtórny,biuro nieruchomości,1958,,Brak danych,
https://www.otodom.pl/pl/oferta/mistrzejowice-mieszkanie-2-pokoje-gotowe-w-2025-ID4wgsI,664 825 zł,14 500 zł/m²,"ul. Powstańców, Mistrzejowice, Mistrzejowice, Kraków, małopolskie",45.85m²,2 pokoje,miejskie,pierwotny,biuro nieruchomości,2025,,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/dabrowa-gornicza-63-5-m-3-pokoje-balkon-ID4wc9u,485 000 zł,7 638 zł/m²,"ul. Legionów Polskich 145, Mydlice Południowe, Mydlice, Dąbrowa Górnicza, śląskie",63.5m²,3 pokoje,miejskie,wtórny,biuro nieruchomości,Brak danych,,,
https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-2-pokojowe-ul-nowy-swiat-ID4u8uN,359 000 zł,7 702 zł/m²,"ul. Nowy Świat, Dziesiąta, Lublin, lubelskie",46.61m²,2 pokoje,brak informacji,wtórny,biuro nieruchomości,1960,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/mieszkanie-3-pok-w-lodzi-ul-lagiewnicka-ID4sO8s,489 000 zł,8 220 zł/m²,"ul. Łagiewnicka, Stare Bałuty, Bałuty, Łódź, łódzkie",59.49m²,3 pokoje,miejskie,wtórny,biuro nieruchomości,1970,,,
https://www.otodom.pl/pl/oferta/centrumna-wynajemdo-wlasnej-aranzacjimetro-ID4wg5O,650 000 zł,16 753 zł/m²,"al. Aleja Jana Pawła II, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",38.8m²,2 pokoje,miejskie,wtórny,biuro nieruchomości,1965,,,
https://www.otodom.pl/pl/oferta/gotowe-3-pokojowe-mieszkanie-50-m2-loggia-ID4ulao,668 999 zł,13 303 zł/m²,"Z. Gumińskiej/ul. Odolanowska, Zawidawie, Psie Pole, Wrocław, dolnośląskie",50.29m²,3 pokoje,brak informacji,pierwotny,deweloper,2023,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-w-mogilanach-ID4w8AF,439 000 zł,10 245 zł/m²,"Skotniki, Dębniki, Kraków, małopolskie",42.85m²,2 pokoje,gazowe,pierwotny,biuro nieruchomości,2024,Brak danych,,Brak danych
https://www.otodom.pl/pl/oferta/swietna-lokalizacja-swietne-mieszkanie-ID4wgo3,225 000 zł,7 116 zł/m²,"Piła, pilski, wielkopolskie",31.62m²,2 pokoje,brak informacji,wtórny,biuro nieruchomości,Brak danych,Brak danych,,Brak danych
https://www.otodom.pl/pl/oferta/mieszkanie-rybnik-od-zaraz-parter-bez-posrednikow-ID4uL13,259 000 zł,7 067 zł/m²,"Jośki, Maroko-Nowiny, Rybnik, śląskie",36.65m²,1 pokój,miejskie,wtórny,prywatny,Brak danych,,,
https://www.otodom.pl/pl/oferta/30-stycznia-mieszkanie-59m2-generalny-remont-ID4uoAt,429 000 zł,7 271 zł/m²,"ul. 30 Stycznia, Tczew, tczewski, pomorskie",59m²,2 pokoje,gazowe,wtórny,prywatny,1950,,,
https://www.otodom.pl/pl/oferta/mieszkanie-36-m-z-duza-piwnica-blisko-centrum-ID4wgrt,120 000 zł,3 333 zł/m²,"ul. Kościelna, Aleksandrów Kujawski, aleksandrowski, kujawsko-pomorskie",36m²,1 pokój,kotłownia,wtórny,prywatny,Brak danych,,,
https://www.otodom.pl/pl/oferta/sarnie-osiedle-mieszkanie-5-pok-a3-02-03-ID4qxNH,Brak danych,Brak danych,"ul. Sarni Potok, Stare Bielsko, Bielsko-Biała, śląskie",110.93m²,5 pokoi,inne,pierwotny,deweloper,2026,,,Brak danych
https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-39m2-balkon-bezposrednio-ID4uqZX,Brak danych,Brak danych,"ul. Komisji Obrony Robotników, Okęcie, Włochy, Warszawa, mazowieckie",39.15m²,2 pokoje,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-gotowe-na-juz-rydzyna-ID4wgoh,289 000 zł,8 048 zł/m²,"Leszno, wielkopolskie",35.91m²,2 pokoje,inne,pierwotny,biuro nieruchomości,2024,,,
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-56m2-balkon-bez-prowizji-ID4ulU4,Brak danych,Brak danych,Brak danych,Brak danych,Brak danych,Brak danych,Brak danych,Brak danych,Brak danych,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/niewielkie-2-pokojowe-w-swietnej-lokalizacji-ID4wgtP,259 000 zł,6 475 zł/m²,"Ligota Łabędzka, Rudziniec, gliwicki, śląskie",40m²,2 pokoje,brak informacji,wtórny,biuro nieruchomości,Brak danych,,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-48m2-balkon-ID4ulfG,749 000 zł,15 370 zł/m²,"Długa/ul. Gnieźnieńska, Szczepin, Stare Miasto, Wrocław, dolnośląskie",48.73m²,2 pokoje,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-69m2-balkon-ID4umhh,1 245 000 zł,17 903 zł/m²,"Precyzyjna, Gocław, Praga-Południe, Warszawa, mazowieckie",69.54m²,3 pokoje,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/kawalerka-z-mini-ogrodkiem-katowice-ID4wgsj,382 356 zł,11 400 zł/m²,"ul. Józefowska, Śródmieście, Katowice, śląskie",33.54m²,1 pokój,miejskie,pierwotny,biuro nieruchomości,2026,,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-w-ursusie-ID4wgpc,599 000 zł,13 555 zł/m²,"Czechowice, Ursus, Warszawa, mazowieckie",44.19m²,2 pokoje,miejskie,wtórny,biuro nieruchomości,2001,,,
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-54m2-balkon-bezposrednio-ID4ulfN,828 999 zł,15 335 zł/m²,"Długa/ul. Gnieźnieńska, Szczepin, Stare Miasto, Wrocław, dolnośląskie",54.06m²,3 pokoje,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/grunwald-przy-arenie-apartament-74m2-2-garaze-ID4uY0r,1 050 000 zł,14 051 zł/m²,"Pogodno, Grunwald, Poznań, wielkopolskie",74.73m²,3 pokoje,miejskie,wtórny,biuro nieruchomości,2010,,,
https://www.otodom.pl/pl/oferta/2-pokoje-balkon-ii-pietro-ID4w9ta,374 990 zł,8 064 zł/m²,"Tatrzańskie, Bydgoszcz, kujawsko-pomorskie",46.5m²,2 pokoje,brak informacji,wtórny,biuro nieruchomości,2006,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/nowe-deweloperskie-dwupoziomowe-z-ogrodkiem-ID4w14J,579 000 zł,7 238 zł/m²,"Śledziejowice, Wieliczka, wielicki, małopolskie",80m²,3 pokoje,gazowe,pierwotny,prywatny,2025,,,Brak danych
https://www.otodom.pl/pl/oferta/3-pokoje-z-tarasem-w-otoczeniu-zieleni-ID4sVPK,920 000 zł,11 500 zł/m²,"ul. Piotrowicka, Ligota-Panewniki, Katowice, śląskie",80m²,3 pokoje,gazowe,wtórny,prywatny,2011,,,
https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-66m2-taras-bezposrednio-ID4unDh,Brak danych,Brak danych,"ul. Bieszczadzka, Wielki Kack, Gdynia, pomorskie",66.23m²,4 pokoje,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/super-mieszkanie-z-ogrodkiem-ID4wgrW,599 000 zł,9 359 zł/m²,"Parkitka, Częstochówka-Parkitka, Częstochowa, śląskie",64m²,3 pokoje,brak informacji,wtórny,biuro nieruchomości,2024,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-60m-w-nowym-budownictwie-ID4wgos,620 000 zł,10 333 zł/m²,"ul. Generała Tadeusza Bora-Komorowskiego, Tarnów, małopolskie",60m²,3 pokoje,miejskie,pierwotny,prywatny,2025,,,Brak danych
https://www.otodom.pl/pl/oferta/mieszkanie-deweloperskie-w-witnicy-ID4wgnK,363 340 zł,7 400 zł/m²,"Witnica, Witnica, gorzowski, lubuskie",49.1m²,2 pokoje,gazowe,pierwotny,biuro nieruchomości,2025,,,
https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-na-sprzedaz-ID4udgk,289 000 zł,6 084 zł/m²,"ul. Piotra Wysockiego, Lębork, lęborski, pomorskie",47.5m²,3 pokoje,inne,wtórny,biuro nieruchomości,1980,Brak danych,,Brak danych
https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-ID4w4HJ,759 115 zł,16 100 zł/m²,"ul. Pałuków, Tarchomin, Białołęka, Warszawa, mazowieckie",47.15m²,3 pokoje,miejskie,pierwotny,biuro nieruchomości,2027,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/kopcinskiego-57-z-mozliwoscia-realizacji-pod-klucz-ID4sG40,218 400 zł,8 000 zł/m²,"ul. dr. Stefana Kopcińskiego 57, Fabryczna Widzew, Widzew, Łódź, łódzkie",27.3m²,1 pokój,miejskie,wtórny,prywatny,1938,,,
https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-51m2-balkon-bezposrednio-ID4ulTR,873 568 zł,16 962 zł/m²,"Marzycieli, Siekierki, Mokotów, Warszawa, mazowieckie",51.5m²,2 pokoje,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/ogrodek-100-m2-widna-kuchnia-bezposrednio-ID4wg7i,679 000 zł,16 167 zł/m²,"Okęcie, Włochy, Warszawa, mazowieckie",42m²,2 pokoje,miejskie,wtórny,prywatny,1956,,,
https://www.otodom.pl/pl/oferta/4-pokojowy-lokal-bezczynszowy-94-m2-26-m-strych-ID4u1e6,650 000 zł,6 915 zł/m²,"Centrum, Zielona Góra, lubuskie",94m²,4 pokoje,gazowe,pierwotny,biuro nieruchomości,2024,Brak danych,,
https://www.otodom.pl/pl/oferta/apartament-ekopark-69m2-dostepny-od-zaraz-lublin-ID4wgqk,799 000 zł,11 563 zł/m²,"ul. Hetmańska, Czuby Północne, Lublin, lubelskie",69.1m²,3 pokoje,miejskie,wtórny,prywatny,2020,,,Brak danych
https://www.otodom.pl/pl/oferta/penthouse-w-cichej-okolicy-w-centrum-prestizowo-ID4wgsH,1 514 000 zł,22 265 zł/m²,"ul. Litewska, Krowodrza, Krowodrza, Kraków, małopolskie",68m²,4 pokoje,miejskie,pierwotny,biuro nieruchomości,2026,,,
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-55m2-balkon-bez-prowizji-ID4ua3l,Brak danych,Brak danych,"ul. Słoneczna, Marki, wołomiński, mazowieckie",55.63m²,3 pokoje,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/okazja-47m2-2pok-ul-al-stanow-zjednoczonych-ID4w24e,708 000 zł,15 064 zł/m²,"al. Aleja Stanów Zjednoczonych, Grochów, Praga-Południe, Warszawa, mazowieckie",47m²,2 pokoje,miejskie,wtórny,biuro nieruchomości,1980,,,
https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-53m2-balkon-bez-prowizji-ID4uo3f,914 875 zł,17 158 zł/m²,"ul. Pabianicka, Powstańców Śląskich, Krzyki, Wrocław, dolnośląskie",53.32m²,2 pokoje,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-86m2-balkon-bez-prowizji-ID4uanp,793 684 zł,9 200 zł/m²,"ul. Do Jaru, Barniewice, Żukowo, kartuski, pomorskie",86.27m²,4 pokoje,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-zlocien-ID4rS0S,730 000 zł,13 740 zł/m²,"ul. Henryka i Karola Czeczów, Złocień, Bieżanów-Prokocim, Kraków, małopolskie",53.13m²,3 pokoje,miejskie,wtórny,prywatny,2019,,,Brak danych
https://www.otodom.pl/pl/oferta/4-pokoje-przy-samym-rynku-idealne-pod-inwestycje-ID4uA8q,855 000 zł,14 716 zł/m²,"ul. Szewska, Stare Miasto, Stare Miasto, Wrocław, dolnośląskie",58.1m²,4 pokoje,miejskie,wtórny,biuro nieruchomości,1972,,,
https://www.otodom.pl/pl/oferta/bialowny-iip-50mkw-2-pokoje-balkon-ID4wgp0,424 000 zł,8 446 zł/m²,"ul. dr Ireny Białówny, Mickiewicza, Białystok, podlaskie",50.2m²,2 pokoje,miejskie,wtórny,biuro nieruchomości,Brak danych,,,
https://www.otodom.pl/pl/oferta/ladne-zadbane-31m-katowice-murcki-ID4wgrP,249 000 zł,8 032 zł/m²,"ul. Jana Samsonowicza, Murcki, Katowice, śląskie",31m²,2 pokoje,miejskie,wtórny,biuro nieruchomości,Brak danych,,,
https://www.otodom.pl/pl/oferta/trzypokojowe-mieszkanie-na-swierczewie-ID4uVj5,369 000 zł,8 300 zł/m²,"Świerczewo, Zachód, Szczecin, zachodniopomorskie",44.46m²,3 pokoje,gazowe,wtórny,biuro nieruchomości,Brak danych,,,
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-65m2-balkon-ID4uhRz,669 528 zł,10 200 zł/m²,"ul. Cyprysowa, Rotmanka, Pruszcz Gdański, gdański, pomorskie",65.64m²,3 pokoje,brak informacji,pierwotny,deweloper,2024,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/2-pokoje-w-okolicy-otulonej-pieknymi-terenami-ID4wgoB,529 000 zł,9 906 zł/m²,"ul. Łowicka, Krakowiec-Górki Zachodnie, Gdańsk, pomorskie",53.4m²,2 pokoje,miejskie,wtórny,biuro nieruchomości,1970,,Brak danych,
https://www.otodom.pl/pl/oferta/gotowe-4-pok-67m2-duzy-balkon-poddasze-ID4wgoo,740 495 zł,10 998 zł/m²,"ul. Sielawy, Naramowice, Stare Miasto, Poznań, wielkopolskie",67.33m²,4 pokoje,miejskie,pierwotny,biuro nieruchomości,Brak danych,,,Brak danych
https://www.otodom.pl/pl/oferta/nowy-apartament-do-niewielkiego-wykonczeniaogrod-ID4wgqU,489 000 zł,6 457 zł/m²,"Mielec, mielecki, podkarpackie",75.73m²,4 pokoje,gazowe,pierwotny,biuro nieruchomości,Brak danych,,,Brak danych
https://www.otodom.pl/pl/oferta/komfortowe-mieszkanie-na-osiedlu-nadmorze-ID4uN6d,1 700 000 zł,24 905 zł/m²,"ul. Ignacego Krasickiego, Brzeźno, Gdańsk, pomorskie",68.26m²,3 pokoje,miejskie,wtórny,biuro nieruchomości,2017,,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-ul-pomorska-ID4wgpU,195 000 zł,4 275 zł/m²,"ul. Pomorska, Jastrzębie-Zdrój, śląskie",45.61m²,2 pokoje,miejskie,wtórny,prywatny,Brak danych,,,
https://www.otodom.pl/pl/oferta/rezerwacja-rezerwacja-m6-uklad-2x2-pietro-2-ID4uL57,319 000 zł,4 557 zł/m²,"Jastrzębie-Zdrój, śląskie",70m²,4 pokoje,miejskie,wtórny,prywatny,Brak danych,Brak danych,,Brak danych
https://www.otodom.pl/pl/oferta/browarna-12-luksusowy-apartament-centrum-ID4uL8f,1 350 000 zł,23 601 zł/m²,"ul. Browarna 12, Górne Przedmieście, Bielsko-Biała, śląskie",57.2m²,2 pokoje,miejskie,wtórny,prywatny,2022,,,
https://www.otodom.pl/pl/oferta/strachocin-3-pokoje-taras-ogrod-spokojna-okolica-ID4wgpN,775 000 zł,11 923 zł/m²,"Strachocin, Psie Pole, Wrocław, dolnośląskie",65m²,3 pokoje,inne,wtórny,biuro nieruchomości,2005,,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/3-pokoje-klimatyzacja-parking-ID4uTvD,465 000 zł,10 568 zł/m²,"Nowy Fordon, Bydgoszcz, kujawsko-pomorskie",44m²,3 pokoje,brak informacji,wtórny,biuro nieruchomości,2017,,,
https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-54m2-balkon-ID4upr3,525 700 zł,9 676 zł/m²,"ul. Narutowicza, Błonie, Błonie, warszawski zachodni, mazowieckie",54.33m²,2 pokoje,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/sloneczna-wenecja-w-samym-centrum-krakowa-ID4tjSK,4 490 000 zł,31 844 zł/m²,"ul. Wenecja 5, Piasek, Stare Miasto, Kraków, małopolskie",141m²,5 pokoi,brak informacji,wtórny,prywatny,1937,,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-36m2-balkon-bezposrednio-ID4uo46,685 440 zł,18 571 zł/m²,"ul. Pabianicka, Powstańców Śląskich, Krzyki, Wrocław, dolnośląskie",36.91m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/unikatowy-penthouse-w-centrum-z-widokiem-na-malte-ID4uMK0,1 599 000 zł,21 179 zł/m²,"Łacina, Nowe Miasto, Poznań, wielkopolskie",75.5m²,4 pokoje,miejskie,wtórny,biuro nieruchomości,2018,,,
https://www.otodom.pl/pl/oferta/bezczynszowe-mieszkanie-3-pokoje-nowe-osiedle-ID4qy6x,359 000 zł,6 276 zł/m²,"ul. NSZZ ""Solidarność"", Kozia Góra, Radom, mazowieckie",57.2m²,3 pokoje,gazowe,pierwotny,deweloper,2025,,,
https://www.otodom.pl/pl/oferta/69m2-z-widokiem-na-panorame-warszawy-ID4uEIL,1 552 500 zł,22 500 zł/m²,"Sadyba, Mokotów, Warszawa, mazowieckie",69m²,3 pokoje,miejskie,wtórny,biuro nieruchomości,2022,,,Brak danych
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-55m2-balkon-ID4uiGA,Brak danych,Brak danych,"ul. Gwiazdowa, Karolew, Polesie, Łódź, łódzkie",55.85m²,3 pokoje,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-62m2-taras-bezposrednio-ID4uvN5,958 000 zł,15 264 zł/m²,"ul. Lirników, Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie",62.76m²,3 pokoje,brak informacji,pierwotny,deweloper,2027,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-61m2-balkon-ID4uosj,Brak danych,Brak danych,"ul. Portowa, Zabłocie, Podgórze, Kraków, małopolskie",61.35m²,3 pokoje,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/nowoczesne-3-pokojowe-mieszkania-na-targowku-ID4w4HL,807 615 zł,13 100 zł/m²,"ul. Wierna, Zacisze, Targówek, Warszawa, mazowieckie",61.65m²,3 pokoje,brak informacji,pierwotny,biuro nieruchomości,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-74m2-balkon-bez-prowizji-ID4ugJP,773 041 zł,10 431 zł/m²,"Czerska/ul. Władysława Jagiełły, Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie",74.11m²,4 pokoje,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/gotowiec-inwestycyjny-4-pok-przychod-6600-mies-ID4tDom,625 700 zł,14 998 zł/m²,"ul. Urocza, Wawer, Wawer, Warszawa, mazowieckie",41.72m²,4 pokoje,gazowe,wtórny,biuro nieruchomości,1922,,Brak danych,
https://www.otodom.pl/pl/oferta/2-poziomowe-balkon-obok-legi-i-stary-browar-ID4thbS,520 000 zł,11 064 zł/m²,"Wilda, Wilda, Poznań, wielkopolskie",47m²,2 pokoje,miejskie,wtórny,biuro nieruchomości,1999,,,
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-54m2-balkon-bez-prowizji-ID4ulSp,594 000 zł,10 927 zł/m²,"ul. Widok, Ożarów Mazowiecki, Ożarów Mazowiecki, warszawski zachodni, mazowieckie",54.36m²,3 pokoje,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/mistrzejowice-mieszkanie-3-pokoje-gotowe-w-2025-ID4wgsC,664 398 zł,12 997 zł/m²,"ul. Piastowska, Mistrzejowice, Mistrzejowice, Kraków, małopolskie",51.12m²,3 pokoje,miejskie,pierwotny,biuro nieruchomości,2025,,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/gotowe-3-pokojowe-mieszkanie-61m2-balkon-ID4ulcC,899 000 zł,14 592 zł/m²,"Długa/ul. Gnieźnieńska, Szczepin, Stare Miasto, Wrocław, dolnośląskie",61.61m²,3 pokoje,brak informacji,pierwotny,deweloper,2023,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/do-wprowadzeniacichesloneczneuregulowanygrunt-ID4wgte,649 900 zł,17 103 zł/m²,"ul. Afrykańska, Saska Kępa, Praga-Południe, Warszawa, mazowieckie",38m²,2 pokoje,miejskie,wtórny,biuro nieruchomości,1973,,,Brak danych
https://www.otodom.pl/pl/oferta/mieszkanie-1-pokojowe-z-balkonem-ID4wbm5,445 000 zł,16 271 zł/m²,"ul. Zygmuntowska, Azory, Prądnik Biały, Kraków, małopolskie",27.35m²,1 pokój,brak informacji,wtórny,biuro nieruchomości,2000,,,Brak danych
https://www.otodom.pl/pl/oferta/11-km-do-katowic-po-kapitalnym-remoncie-ID4wgnv,329 000 zł,7 651 zł/m²,"ul. Arki Bożka, Rozbark, Bytom, śląskie",43m²,2 pokoje,brak informacji,wtórny,biuro nieruchomości,1980,,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/apartament-przy-parku-morskie-oko-z-basenem-ID4uQjg,3 750 000 zł,30 992 zł/m²,"Wierzbno, Mokotów, Warszawa, mazowieckie",121m²,4 pokoje,miejskie,wtórny,biuro nieruchomości,2006,,,Brak danych
https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-41m2-balkon-bez-prowizji-ID4umg6,699 000 zł,17 036 zł/m²,"Precyzyjna, Gocław, Praga-Południe, Warszawa, mazowieckie",41.03m²,2 pokoje,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/piekne-funkcjonalne-z-wielkim-ogrodem-bez-pcc-ID4wgtC,801 900 zł,13 826 zł/m²,"Anny Leskiej-Daab, Wola, Jeżyce, Poznań, wielkopolskie",58m²,3 pokoje,brak informacji,wtórny,biuro nieruchomości,2024,,Brak danych,Brak danych
