URL,Cena,Cena za m²,Adres,Powierzchnia (m²),Liczba pokoi,Ogrzewanie,Rynek,Typ ogłoszeniodawcy,Rok budowy,Rodzaj zabudowy,Okna,Materiał budynku
https://www.otodom.pl/pl/oferta/swietna-oferta-w-centrum-ID4uxAx,990 000 zł,10 090 zł/m²,"Śródmieście, Lublin, lubelskie",98.12m²,4 pokoje,miejskie,wtórny,biuro nieruchomości,2008,,,Brak danych
https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-77m2-balkon-ID4uFn8,Brak danych,Brak danych,"ul. Muszlowa, Stare Bielsko, Bielsko-Biała, śląskie",77.71m²,4 pokoje,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/klimatyczne-2-pokoje-do-zamieszkania-2-balkony-ID4rAwv,897 000 zł,16 162 zł/m²,"ul. Bociana, Prądnik Biały, Prądnik Biały, Kraków, małopolskie",55.5m²,2 pokoje,miejskie,wtórny,biuro nieruchomości,2008,,,Brak danych
https://www.otodom.pl/pl/oferta/inwestycja-pakiet-2-mieszkania-na-motlawa-ID4uZq6,1 580 000 zł,21 067 zł/m²,"ul. Toruńska, Śródmieście, Gdańsk, pomorskie",75m²,4 pokoje,miejskie,wtórny,biuro nieruchomości,2021,,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/natura-premium-mieszkanie-4-pok-6c1-ID4pvrv,Brak danych,Brak danych,"ul. Stanisława Lewandowskiego, Osiedle Generałów, Olsztyn, warmińsko-mazurskie",97.8m²,4 pokoje,inne,pierwotny,deweloper,Brak danych,,,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-33m2-balkon-bezposrednio-ID4ulfK,599 000 zł,17 966 zł/m²,"Długa/ul. Gnieźnieńska, Szczepin, Stare Miasto, Wrocław, dolnośląskie",33.34m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/mieszkanie-90-m2-bezczynszowe-energooszczedne-ID4tVv6,399 000 zł,4 433 zł/m²,"Pruszcz Gdański, gdański, pomorskie",90m²,4 pokoje,brak informacji,pierwotny,prywatny,2025,,,
https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-64m2-balkon-bezposrednio-ID4uFng,Brak danych,Brak danych,"ul. Muszlowa, Stare Bielsko, Bielsko-Biała, śląskie",64.1m²,2 pokoje,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/komfortowe-67m-mieszkanie-po-remoncie-ID4rXQ2,1 109 000 zł,16 552 zł/m²,"ul. Władysława Podkowińskiego, Azory, Prądnik Biały, Kraków, małopolskie",67m²,3 pokoje,miejskie,wtórny,prywatny,2006,,,Brak danych
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-50m2-balkon-bez-prowizji-ID4uhTx,815 040 zł,16 000 zł/m²,"ul. Centralna, Łęg, Czyżyny, Kraków, małopolskie",50.94m²,3 pokoje,brak informacji,pierwotny,deweloper,2027,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/5-pokojowe-mieszkanie-117m2-taras-bez-prowizji-ID4uiJT,1 611 492 zł,13 731 zł/m²,"ul. Wspólna, Olszynka, Gdańsk, pomorskie",117.36m²,5 pokoi,brak informacji,pierwotny,deweloper,2024,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-52m2-balkon-ID4w8Zj,478 973 zł,9 104 zł/m²,"ul. Akacjowa, Miękinia, Miękinia, średzki, dolnośląskie",52.61m²,2 pokoje,brak informacji,pierwotny,deweloper,2023,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/idealne-pod-wynajem-super-rabatcentrum0-pcc-ID4wgrm,549 000 zł,16 636 zł/m²,"Kleczków, Psie Pole, Wrocław, dolnośląskie",33m²,2 pokoje,miejskie,pierwotny,biuro nieruchomości,Brak danych,,,Brak danych
https://www.otodom.pl/pl/oferta/po-generalnym-remoncie-okazja-ID4wgoD,449 000 zł,8 980 zł/m²,"Sasankowa, Juszkowo, Pruszcz Gdański, gdański, pomorskie",50m²,2 pokoje,miejskie,wtórny,biuro nieruchomości,2010,,,Brak danych
https://www.otodom.pl/pl/oferta/3-pokojowe-balkon-promocyjna-cena-ID4wgse,631 916 zł,12 386 zł/m²,"ul. Klemensa Janickiego, Jeżyce, Jeżyce, Poznań, wielkopolskie",51.02m²,3 pokoje,brak informacji,pierwotny,biuro nieruchomości,2026,,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/19-m2-balkon-3-pokoje-pradnik-bialy-0-ID4wgsd,809 708 zł,14 800 zł/m²,"ul. Zygmunta Glogera, Prądnik Biały, Prądnik Biały, Kraków, małopolskie",54.71m²,3 pokoje,miejskie,pierwotny,biuro nieruchomości,2026,,Brak danych,
https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-wegrzce-bez-prowizji-ID4u2dM,560 000 zł,11 546 zł/m²,"Węgrzce, Zielonki, krakowski, małopolskie",48.5m²,1 pokój,brak informacji,wtórny,biuro nieruchomości,1955,,,Brak danych
https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-wysoki-standard-ID4u3j0,315 000 zł,9 844 zł/m²,"ul. Antoniego Kocjana, Mielec, mielecki, podkarpackie",32m²,2 pokoje,miejskie,wtórny,biuro nieruchomości,Brak danych,,,
https://www.otodom.pl/pl/oferta/2-pokoje-na-bemowie-od-zaraz-ID4wgtE,700 000 zł,13 972 zł/m²,"ul. Andrzeja Sołtana, Bemowo-Lotnisko, Bemowo, Warszawa, mazowieckie",50.1m²,2 pokoje,miejskie,wtórny,biuro nieruchomości,1984,,Brak danych,
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-51m2-balkon-bezposrednio-ID4uO0v,517 379 zł,10 099 zł/m²,"ul. Unii Lubelskiej, Starołęka Mała, Nowe Miasto, Poznań, wielkopolskie",51.23m²,3 pokoje,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-59m2-balkon-ID4ulTq,1 025 481 zł,17 322 zł/m²,"Marzycieli, Siekierki, Mokotów, Warszawa, mazowieckie",59.2m²,3 pokoje,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-85m2-balkon-bez-prowizji-ID4um1v,Brak danych,Brak danych,"ul. Heinricha Lauterbacha, Leśnica, Fabryczna, Wrocław, dolnośląskie",85.11m²,4 pokoje,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/3m-z-oddzielna-kuchnia-balkon-idealna-inwestycja-ID4wgoN,760 000 zł,11 875 zł/m²,"Muchobór Mały, Fabryczna, Wrocław, dolnośląskie",64m²,3 pokoje,brak informacji,wtórny,biuro nieruchomości,1980,,,
https://www.otodom.pl/pl/oferta/nowoczesne-2-pokoje-na-bielanach-widok-na-zielen-ID4uJcu,850 000 zł,21 378 zł/m²,"ul. Wólczyńska, Chomiczówka, Bielany, Warszawa, mazowieckie",39.76m²,2 pokoje,miejskie,wtórny,prywatny,2017,,,
https://www.otodom.pl/pl/oferta/novo-apartamenty-3pokojowe-w-spokojnej-okolicy-ID4phFf,507 744 zł,8 200 zł/m²,"Nysa, Nysa, nyski, opolskie",61.92m²,3 pokoje,miejskie,pierwotny,deweloper,2024,,,
https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-42m2-balkon-bez-prowizji-ID4updp,Brak danych,Brak danych,"ul. Pawła Włodkowica, Brzeziny, Białołęka, Warszawa, mazowieckie",42.28m²,2 pokoje,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-36m2-balkon-bez-prowizji-ID4uaS4,424 499 zł,11 560 zł/m²,"ul. Koszalińska, Strzeszyn, Jeżyce, Poznań, wielkopolskie",36.72m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/3-pok-z-kuchnia-dwa-poziomy-2-balkony-meble-i-agd-ID4txea,665 000 zł,10 873 zł/m²,"ul. Fiołkowa, Bielany Wrocławskie, Kobierzyce, wrocławski, dolnośląskie",61.16m²,3 pokoje,gazowe,wtórny,biuro nieruchomości,2006,,,
https://www.otodom.pl/pl/oferta/stablowice-lubomierska-mieszkanie-3-pok-1-pietro-ID4w5HO,850 000 zł,14 307 zł/m²,"Lubomierska19, Pracze Odrzańskie, Fabryczna, Wrocław, dolnośląskie",59.41m²,3 pokoje,gazowe,wtórny,prywatny,2021,,,
https://www.otodom.pl/pl/oferta/dwustronne-z-duzym-balkonem-i-komorka-lokatorska-ID4w49Y,1 200 000 zł,16 866 zł/m²,"ul. Rakowska, Raków, Włochy, Warszawa, mazowieckie",71.15m²,3 pokoje,miejskie,wtórny,biuro nieruchomości,2017,,Brak danych,
https://www.otodom.pl/pl/oferta/resort-basen-sauna-restauracja-recepcja-ID4uXP0,490 425 zł,19 500 zł/m²,"Wyspa Sobieszewska, Gdańsk, pomorskie",25.15m²,1 pokój,inne,pierwotny,biuro nieruchomości,2027,,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/gotowe-3pok-oddewelopera-bezp-c-cparkinggratis-ID4wgp3,446 794 zł,8 430 zł/m²,"Klimzowiec, Centrum, Chorzów, śląskie",53m²,3 pokoje,miejskie,pierwotny,biuro nieruchomości,Brak danych,,,
https://www.otodom.pl/pl/oferta/mieszkanie-45-50-m-poznan-ID4wgs0,432 250 zł,9 500 zł/m²,"Rataje, Nowe Miasto, Poznań, wielkopolskie",45.5m²,2 pokoje,brak informacji,wtórny,biuro nieruchomości,1980,,,
https://www.otodom.pl/pl/oferta/mieszkanie-deweloperskie-w-witnicy-ID4wgsU,409 500 zł,7 800 zł/m²,"Witnica, Witnica, gorzowski, lubuskie",52.5m²,2 pokoje,gazowe,pierwotny,biuro nieruchomości,2025,,,
https://www.otodom.pl/pl/oferta/os-projektant-pom-gospodarcze-balkon-gotowe-2025-ID4wbV8,529 000 zł,7 557 zł/m²,"ul. Iwonicka, Franciszka Kotuli, Rzeszów, podkarpackie",70m²,3 pokoje,gazowe,pierwotny,biuro nieruchomości,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/mieszkanie-2-pok-34-03-m-z-komorka-ul-wolnosci-ID4wgej,350 000 zł,10 285 zł/m²,"Osiedle Wolności, Brzeg, brzeski, opolskie",34.03m²,2 pokoje,miejskie,wtórny,prywatny,2021,,,
https://www.otodom.pl/pl/oferta/przestronne-gotowe-do-wprowadzenia-na-wildzie-ID4wgnu,740 000 zł,11 161 zł/m²,"ul. Różana, Wilda, Wilda, Poznań, wielkopolskie",66.3m²,3 pokoje,gazowe,wtórny,biuro nieruchomości,Brak danych,,,
https://www.otodom.pl/pl/oferta/warszewo-3-pokoje-parter-63m2-ogrodek-i-taras-ID4uUJO,699 000 zł,11 085 zł/m²,"ul. Limby, Warszewo, Północ, Szczecin, zachodniopomorskie",63.06m²,3 pokoje,gazowe,wtórny,biuro nieruchomości,2014,,,
https://www.otodom.pl/pl/oferta/okazja-doskonala-inwestycja-spokojne-osiedle-ID4uSrs,578 000 zł,14 935 zł/m²,"ul. Wojskowa, Zacisze, Targówek, Warszawa, mazowieckie",38.7m²,2 pokoje,brak informacji,wtórny,biuro nieruchomości,1999,Brak danych,,Brak danych
https://www.otodom.pl/pl/oferta/3-pokoje-w-kamienicy-w-sercu-starego-miasta-ID4w0I6,1 279 000 zł,22 872 zł/m²,"ul. Mostowa, Stare Miasto, Śródmieście, Warszawa, mazowieckie",55.92m²,3 pokoje,gazowe,wtórny,biuro nieruchomości,1950,,Brak danych,
https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-3-pok-klima-gotowe-do-zamieszk-ID4sVGV,729 000 zł,13 018 zł/m²,"ul. Sosnowa, Bielany Wrocławskie, Kobierzyce, wrocławski, dolnośląskie",56m²,3 pokoje,brak informacji,wtórny,prywatny,2008,,,Brak danych
https://www.otodom.pl/pl/oferta/rezerwacja-do-23-03-ID4uAcv,329 900 zł,9 997 zł/m²,"Ligota-Panewniki, Katowice, śląskie",33m²,2 pokoje,miejskie,wtórny,prywatny,1970,,Brak danych,
https://www.otodom.pl/pl/oferta/okazja-2-pokojowe-68m2-w-sercu-miasta-z-balkonem-ID4pjbf,448 000 zł,6 588 zł/m²,"Turzyn, Śródmieście, Szczecin, zachodniopomorskie",68m²,2 pokoje,gazowe,wtórny,biuro nieruchomości,1920,,,
https://www.otodom.pl/pl/oferta/rezerwacja-przestronna-kawalerka-z-balkonem-ID4utQK,595 000 zł,18 961 zł/m²,"ul. Zygmunta Glogera, Prądnik Biały, Prądnik Biały, Kraków, małopolskie",31.38m²,1 pokój,miejskie,wtórny,prywatny,2017,,,Brak danych
https://www.otodom.pl/pl/oferta/osiedle-kowalove-lokal-c5-ID4wgnY,430 000 zł,9 974 zł/m²,"ul. Poziomkowa, Borkowo, Pruszcz Gdański, gdański, pomorskie",43.11m²,2 pokoje,gazowe,pierwotny,biuro nieruchomości,2025,,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/3-pokoje-centrum-nieopodal-parku-miejskiego-ID4uLm2,289 000 zł,6 800 zł/m²,"Śródmieście, Zabrze, śląskie",42.5m²,3 pokoje,gazowe,wtórny,biuro nieruchomości,Brak danych,,,
https://www.otodom.pl/pl/oferta/kawalerka-z-ogrodkiem-ID4wgoE,410 000 zł,13 667 zł/m²,"ul. Niepołomicka, Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie",30m²,1 pokój,miejskie,wtórny,biuro nieruchomości,2021,,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/2-pokoje-po-remoncie-blisko-morza-ID4wgox,625 000 zł,13 889 zł/m²,"ul. Jagiellońska, Przymorze Wielkie, Gdańsk, pomorskie",45m²,2 pokoje,miejskie,wtórny,biuro nieruchomości,1970,,Brak danych,
https://www.otodom.pl/pl/oferta/lokal-uzytkowy-duza-przestrzen-petla-tramwajowa-ID4wgo8,270 000 zł,8 224 zł/m²,"Nowa Wieś, Krowodrza, Kraków, małopolskie",32.83m²,1 pokój,miejskie,wtórny,biuro nieruchomości,Brak danych,,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/4pok-przy-armii-ludowej-blisko-pl-zbawiciela-ID4uZtg,1 100 000 zł,16 641 zł/m²,"al. Aleja Armii Ludowej, Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie",66.1m²,4 pokoje,miejskie,wtórny,biuro nieruchomości,1961,,,
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-w-centrum-pruszcza-gd-ID4wgot,490 000 zł,10 283 zł/m²,"ul. Obrońców Pokoju, Pruszcz Gdański, gdański, pomorskie",47.65m²,3 pokoje,gazowe,wtórny,biuro nieruchomości,2014,,,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-40m2-balkon-bezposrednio-ID4ulXT,809 596 zł,20 040 zł/m²,"ul. Jana Dekerta, Zabłocie, Podgórze, Kraków, małopolskie",40.4m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/2-pokoje-z-oddzielna-kuchnia-gotowe-zakrow-ID4wgnE,669 000 zł,14 365 zł/m²,"ul. Odolanowska, Psie Pole, Psie Pole, Wrocław, dolnośląskie",46.57m²,2 pokoje,miejskie,pierwotny,biuro nieruchomości,2024,,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/3-pokoje-z-loggia-warszawska-praga-ID4uuf5,699 000 zł,14 872 zł/m²,"ul. Wiosenna, Szmulowizna, Praga-Północ, Warszawa, mazowieckie",47m²,3 pokoje,miejskie,wtórny,biuro nieruchomości,Brak danych,,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/mloda-rumia-ul-jeziorna-52-m2-odb-11-2025-ID4r1uT,452 661 zł,8 700 zł/m²,"ul. Jeziorna, Rumia, wejherowski, pomorskie",52.03m²,3 pokoje,miejskie,pierwotny,deweloper,2024,,,
https://www.otodom.pl/pl/oferta/nowe-mieszkanie-blisko-metra-ID4wgth,753 960 zł,18 300 zł/m²,"ul. Wieśniacza, Górce, Bemowo, Warszawa, mazowieckie",41.2m²,2 pokoje,miejskie,pierwotny,prywatny,2024,,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-92m2-balkon-bez-prowizji-ID4uoaR,1 969 000 zł,21 257 zł/m²,"ul. Zwrotnicza, Czyste, Wola, Warszawa, mazowieckie",92.63m²,4 pokoje,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/2-pok-kuchnia-gotowe-ciche-idealne-dla-home-office-ID4uX9e,540 000 zł,13 990 zł/m²,"ul. Lwowska, Gajowice, Fabryczna, Wrocław, dolnośląskie",38.6m²,2 pokoje,inne,wtórny,biuro nieruchomości,1930,,,
https://www.otodom.pl/pl/oferta/2-pokoje-44-16m2-zielonka-ul-dluga-ID4uJMF,509 000 zł,11 526 zł/m²,"ul. Długa 18, Zielonka, wołomiński, mazowieckie",44.16m²,2 pokoje,gazowe,wtórny,biuro nieruchomości,1950,,,
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-58m2-balkon-bezposrednio-ID4umFI,549 000 zł,9 334 zł/m²,"ul. Stawowa, Marki, wołomiński, mazowieckie",58.82m²,3 pokoje,inne,pierwotny,deweloper,2025,,,Brak danych
https://www.otodom.pl/pl/oferta/mieszkanie-92-6m2-ID4tcrE,789 000 zł,8 521 zł/m²,"ul. Podchorążych 35 A, Złotno, Polesie, Łódź, łódzkie",92.6m²,3 pokoje,gazowe,wtórny,prywatny,2001,Brak danych,,
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-61m2-2-balkony-ID4upad,Brak danych,Brak danych,"ul. Wenecka, Julianów, Piaseczno, piaseczyński, mazowieckie",61.36m²,3 pokoje,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/3-pokojowe-nowoczesne-promocyjna-cena-ID4wgsn,765 685 zł,12 610 zł/m²,"ul. Klemensa Janickiego, Jeżyce, Jeżyce, Poznań, wielkopolskie",60.72m²,3 pokoje,brak informacji,pierwotny,biuro nieruchomości,2025,,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/ruczaj-dwupoziomowe-taras-na-dachu-ID4w3AS,1 416 080 zł,15 748 zł/m²,"ul. Kobierzyńska, Ruczaj, Dębniki, Kraków, małopolskie",89.92m²,4 pokoje,miejskie,pierwotny,biuro nieruchomości,2024,,,Brak danych
https://www.otodom.pl/pl/oferta/2-pokoje-osiedle-ostrodzka-ID4uDuA,630 000 zł,13 651 zł/m²,"ul. Ostródzka, Brzeziny, Białołęka, Warszawa, mazowieckie",46.15m²,2 pokoje,brak informacji,wtórny,biuro nieruchomości,2024,,Brak danych,
https://www.otodom.pl/pl/oferta/hit-55m2-na-dwie-kawalerki-nowy-blok-inwestycja-ID4rhbG,560 000 zł,10 085 zł/m²,"ul. Wolność, Śródmieście, Radom, mazowieckie",55.53m²,2 pokoje,kotłownia,wtórny,prywatny,2022,,,
https://www.otodom.pl/pl/oferta/zamieszkaj-w-styluwyjatkowe-4-pokojowe-mieszkanie-ID4uBNt,757 000 zł,13 993 zł/m²,"ul. Białowieska, Popowice Północne, Fabryczna, Wrocław, dolnośląskie",54.1m²,4 pokoje,miejskie,wtórny,biuro nieruchomości,1980,,,
https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-42m2-balkon-bezposrednio-ID4ucMm,Brak danych,Brak danych,"ul. Warszawska, Ujeścisko-Łostowice, Gdańsk, pomorskie",42.07m²,2 pokoje,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/mistrzejowice-mieszkanie-4-pokoje-gotowe-w-2025-ID4wgsK,731 922 zł,12 062 zł/m²,"ul. Piastowska, Mistrzejowice, Mistrzejowice, Kraków, małopolskie",60.68m²,4 pokoje,miejskie,pierwotny,biuro nieruchomości,2025,,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-60m2-balkon-bez-prowizji-ID4up6Y,Brak danych,Brak danych,"ul. Chodakowska, Grochów, Praga-Południe, Warszawa, mazowieckie",60.45m²,3 pokoje,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/2-pokojowe-po-remoncie-ul-wielicka-os-kabel-ID4u4jD,690 000 zł,14 274 zł/m²,"ul. Wielicka, Kabel, Podgórze, Kraków, małopolskie",48.34m²,2 pokoje,miejskie,wtórny,biuro nieruchomości,1992,,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/idealna-nieruchomosc-do-zamieszkania-pod-wynajem-ID4rIah,644 000 zł,9 992 zł/m²,"al. gen. Józefa Hallera, Grabiszyn, Fabryczna, Wrocław, dolnośląskie",64.45m²,3 pokoje,gazowe,wtórny,biuro nieruchomości,Brak danych,,,
https://www.otodom.pl/pl/oferta/2-pokoje-z-oddzielna-kuchnia-loggia-ID4wgnH,668 999 zł,14 344 zł/m²,"ul. Odolanowska, Zawidawie, Psie Pole, Wrocław, dolnośląskie",46.64m²,2 pokoje,miejskie,pierwotny,biuro nieruchomości,2024,,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/luksusowo-wykonczone-gotowe-do-zamieszkania-ID4uY1N,520 000 zł,10 473 zł/m²,"ul. Władysława Kunickiego, Dziesiąta, Lublin, lubelskie",49.65m²,3 pokoje,miejskie,wtórny,biuro nieruchomości,1959,,,
https://www.otodom.pl/pl/oferta/m4-z-balkonem-helenka-ID4w2ix,229 000 zł,4 801 zł/m²,"ul. Krzysztofa Baczyńskiego, Helenka, Zabrze, śląskie",47.7m²,3 pokoje,miejskie,wtórny,biuro nieruchomości,Brak danych,,Brak danych,
https://www.otodom.pl/pl/oferta/promocja-na-3-pokoje-ID4w0ys,"721 170,74 zł",11 700 zł/m²,"ul. Oliwska, Bródno, Targówek, Warszawa, mazowieckie",61.64m²,3 pokoje,miejskie,pierwotny,biuro nieruchomości,Brak danych,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/segment-z-garazem-otulina-puszczy-slupeckiej-ID4mHzm,730 000 zł,8 119 zł/m²,"ul. Zygmunta Krasińskiego, Marki, wołomiński, mazowieckie",89.91m²,6 pokoi,gazowe,pierwotny,biuro nieruchomości,2025,,,
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-63m2-balkon-ID4umOd,Brak danych,Brak danych,"ul. Józefa Romana, Stołczyn, Północ, Szczecin, zachodniopomorskie",63.96m²,3 pokoje,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/apartament-19-dzielnica-warszawa-ID4wfZk,1 150 000 zł,32 523 zł/m²,"ul. Kolejowa, Czyste, Wola, Warszawa, mazowieckie",35.36m²,2 pokoje,miejskie,wtórny,prywatny,2020,,,
https://www.otodom.pl/pl/oferta/najtansze-3-pokoje-na-mokotowie-ID4wasZ,829 135 zł,13 900 zł/m²,"ul. Antoniewska, Augustówka, Mokotów, Warszawa, mazowieckie",59.65m²,3 pokoje,brak informacji,pierwotny,biuro nieruchomości,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/ogrodek-garaz-podziemny-wysoki-standard-wykoncze-ID4u5ox,697 000 zł,16 595 zł/m²,"ul. Pijarska, Kostuchna, Katowice, śląskie",42m²,2 pokoje,miejskie,wtórny,biuro nieruchomości,2024,,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-58m2-balkon-bez-prowizji-ID4uh5m,Brak danych,Brak danych,"ul. Zygmunta Wojciechowskiego, Piątkowo, Stare Miasto, Poznań, wielkopolskie",58.7m²,3 pokoje,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-64m2-balkon-bezposrednio-ID4ub7C,Brak danych,Brak danych,"ul. Paderewskiego, Pogórze, Kosakowo, pucki, pomorskie",64.42m²,3 pokoje,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/kawalerka-wyremontowana-bez-prowizji-ID4uwVa,575 000 zł,19 828 zł/m²,"ul. Obozowa 78, Koło, Wola, Warszawa, mazowieckie",29m²,1 pokój,miejskie,wtórny,biuro nieruchomości,1937,,Brak danych,
https://www.otodom.pl/pl/oferta/mieszkanie-miejscem-postojowym-w-cenie-ID4wgtl,729 000 zł,6 536 zł/m²,"Paprocany, Tychy, śląskie",111.54m²,4 pokoje,brak informacji,wtórny,biuro nieruchomości,1999,,,Brak danych
https://www.otodom.pl/pl/oferta/duze-m4-w-dzielnicy-muzycznej-1-p-parking-ID4tEXp,558 000 zł,6 889 zł/m²,"Bocianowo, Bydgoszcz, kujawsko-pomorskie",81m²,3 pokoje,brak informacji,wtórny,biuro nieruchomości,Brak danych,,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/m2-w-piechowicach-deweloperka-taras-tylko-5900-ID4wgpo,235 941 zł,5 900 zł/m²,"ul. Szkolna, Piechowice, karkonoski, dolnośląskie",39.99m²,2 pokoje,elektryczne,pierwotny,biuro nieruchomości,2023,,Brak danych,
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-59m2-balkon-bezposrednio-ID4uooM,Brak danych,Brak danych,"ul. Goleszowska, Odolany, Wola, Warszawa, mazowieckie",59.06m²,3 pokoje,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-74m2-2-balkony-ID4uoov,Brak danych,Brak danych,"ul. Komisji Obrony Robotników, Okęcie, Włochy, Warszawa, mazowieckie",74.85m²,3 pokoje,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-38m2-balkon-bez-prowizji-ID4uotm,Brak danych,Brak danych,"ul. Goleszowska, Odolany, Wola, Warszawa, mazowieckie",38.69m²,2 pokoje,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-ruczaj-ID4w5Hu,530 000 zł,14 722 zł/m²,"ul. Bułgarska, Ruczaj, Dębniki, Kraków, małopolskie",36m²,2 pokoje,gazowe,wtórny,prywatny,Brak danych,,,
https://www.otodom.pl/pl/oferta/mieszkanie-wlasnosciowe-ul-spokojna-sztum-ID4w5EY,439 000 zł,8 283 zł/m²,"ul. Spokojna, Sztum, Sztum, sztumski, pomorskie",53m²,2 pokoje,miejskie,wtórny,prywatny,2009,,,
https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-43m2-loggia-bez-prowizji-ID4ulX8,824 031 zł,19 075 zł/m²,"ul. Jana Dekerta, Zabłocie, Podgórze, Kraków, małopolskie",43.2m²,2 pokoje,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/osiedle-kowalove-lokal-d1-ID4wgnV,425 000 zł,10 562 zł/m²,"ul. Poziomkowa, Borkowo, Pruszcz Gdański, gdański, pomorskie",40.24m²,2 pokoje,gazowe,pierwotny,biuro nieruchomości,2025,,Brak danych,Brak danych
